ERR3684467	ERR3684467	0
ERR3684467	ERR3684478	11
ERR3684467	ERR3684489	33
ERR3684467	ERR3684491	7
ERR3684467	ERR3684493	12
ERR3684467	ERR3684515	32
ERR3684467	ERR3684525	32
ERR3684467	ERR3684531	32
ERR3684467	ERR3684539	37
ERR3684467	ERR3684540	34
ERR3684467	ERR3684551	32
ERR3684467	ERR3684555	36
ERR3684467	ERR3684571	35
ERR3684467	ERR3684573	31
ERR3684467	ERR3684580	33
ERR3684467	ERR3684585	34
ERR3684467	ERR3684610	34
ERR3684467	ERR3684616	34
ERR3684467	ERR3684619	32
ERR3684467	ERR3684622	41
ERR3684467	ERR3684626	34
ERR3684467	ERR3684661	33
ERR3684467	ERR3684669	37
ERR3684467	ERR3684673	39
ERR3684467	ERR3684700	33
ERR3684467	ERR3684706	33
ERR3684467	ERR3684741	42
ERR3684467	ERR4045383	15
ERR3684467	ERR4045395	11
ERR3684467	ERR4853530	10
ERR3684467	ERR4853539	13
ERR3684467	ERR4853541	32
ERR3684467	ERR4853551	34
ERR3684467	ERR4853556	32
ERR3684467	ERR4853562	32
ERR3684467	ERR4853570	27
ERR3684467	ERR4853579	33
ERR3684467	ERR4853580	33
ERR3684467	ERR4853599	36
ERR3684467	ERR4853602	32
ERR3684467	ERR4853605	36
ERR3684467	ERR4853614	33
ERR3684467	ERR4853617	256
ERR3684467	ERR4853629	32
ERR3684467	ERR4853643	34
ERR3684467	ERR4853664	38
ERR3684467	ERR4853671	41
ERR3684467	ERR4853672	32
ERR3684467	ERR4899203	32
ERR3684467	ERR4899209	17
ERR3684467	ERR4899211	256
ERR3684467	ERR4899213	26
ERR3684467	ERR4899226	33
ERR3684467	ERR4899236	36
ERR3684467	ERR4993349	14
ERR3684467	ERR4993351	16
ERR3684467	ERR4993357	21
ERR3684467	ERR5206984	37
ERR3684467	ERR5207007	36
ERR3684467	ERR5207010	32
ERR3684467	ERR5207012	33
ERR3684467	ERR5207020	17
ERR3684467	ERR5207025	36
ERR3684467	ERR5207026	36
ERR3684467	ERR5210570	32
ERR3684467	ERR5210583	272
ERR3684467	GCA_000008605.1_ASM860v1_genomic	26
ERR3684467	GCA_000246755.1_ASM24675v1_genomic	248
ERR3684467	GCA_000246775.1_ASM24677v1_genomic	247
ERR3684467	GCA_000246815.1_ASM24681v1_genomic	25
ERR3684467	GCA_000604125.1_ASM60412v1_genomic	32
